envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
508	6372000	6636000	6636000	6516000	6396000	5676000	
509	6393000	6633000	6633000	6513000	6513000	5673000	
510	6414000	6750000	6630000	6510000	6510000	5670000	
511	6459000	6867000	6627000	6507000	6507000	5787000	
512	6480000	6864000	6624000	6504000	6624000	5784000	
513	6477000	6861000	6621000	6501000	6621000	5781000	
514	6474000	6858000	6618000	6498000	6618000	5778000	
515	6495000	6855000	6615000	6495000	6735000	5775000	
516	6492000	6852000	6612000	6492000	6732000	5772000	
517	6513000	6969000	6609000	6489000	6729000	5769000	
518	6534000	7086000	6606000	6486000	6726000	5766000	
519	6531000	7083000	6603000	6483000	6723000	5763000	
520	6552000	7200000	6600000	6480000	6720000	5760000	
521	6573000	7197000	6717000	6477000	6717000	5757000	
522	6618000	7194000	6714000	6474000	6834000	5874000	
523	6615000	7191000	6711000	6471000	6831000	5871000	
524	6612000	7188000	6708000	6468000	6828000	5868000	
525	6609000	7185000	6705000	6465000	6825000	5865000	
526	6606000	7182000	6702000	6462000	6822000	5862000	
527	6627000	7179000	6699000	6579000	6819000	5859000	
528	6624000	7176000	6696000	6576000	6816000	5856000	
529	6645000	7173000	6693000	6573000	6813000	5973000	
530	6642000	7170000	6690000	6570000	6810000	5970000	
531	6663000	7287000	6687000	6567000	6807000	5967000	
532	6684000	7284000	6684000	6564000	6804000	6084000	
533	6705000	7281000	6681000	6681000	6801000	6081000	
534	6726000	7278000	6678000	6798000	6798000	6078000	
535	6723000	7275000	6675000	6795000	6795000	6075000	
536	6744000	7272000	6672000	6912000	6792000	6072000	
537	6765000	7269000	6669000	7029000	6789000	6069000	
538	6786000	7386000	6666000	7026000	6786000	6066000	
